,location,total_sqft,bath,price,bhk
6996,Vijayanagar,1178.0,2.0,82.0,2
6997,Vijayanagar,864.0,2.0,45.0,2
6998,Vijayanagar,2100.0,6.0,252.0,4
6999,Vijayanagar,920.0,2.0,60.0,2
7000,Vijayanagar,1019.0,2.0,58.0,2
7001,Vijayanagar,2400.0,6.0,125.0,5
7002,Vijayanagar,1180.0,2.0,86.0,2
7003,Vijayanagar,1046.0,2.0,49.06,2
7004,Vijayanagar,2400.0,2.0,230.0,1
7005,Vijayanagar,492.0,1.0,40.0,1
7007,Vishveshwarya Layout,750.0,1.0,30.0,1
7008,Vishveshwarya Layout,2000.0,4.0,75.0,4
7009,Vishveshwarya Layout,2100.0,6.0,92.0,6
7010,Vishveshwarya Layout,2000.0,3.0,90.0,4
7011,Vishwapriya Layout,820.0,2.0,30.0,2
7012,Vishwapriya Layout,770.0,2.0,30.0,2
7013,Vishwapriya Layout,910.0,2.0,36.0,2
7014,Vishwapriya Layout,890.0,2.0,37.0,2
7015,Vittasandra,1404.0,2.0,71.0,2
7016,Vittasandra,1246.0,2.0,67.0,2
7017,Vittasandra,1404.0,2.0,69.3,2
7018,Vittasandra,1246.0,2.0,67.3,2
7019,Vittasandra,1246.0,2.0,64.5,2
7020,Vittasandra,1246.0,2.0,64.5,2
7021,Vittasandra,1246.0,2.0,68.0,2
7023,Vittasandra,1238.0,2.0,67.0,2
7024,Vittasandra,1404.0,2.0,75.0,2
7025,Vittasandra,1246.0,2.0,65.0,2
7026,Vittasandra,1238.0,2.0,67.0,2
7027,Vittasandra,1246.0,2.0,67.4,2
7028,Vittasandra,1259.0,2.0,67.4,2
7029,Vittasandra,1404.0,2.0,68.8,2
7030,Vittasandra,1246.0,2.0,62.3,2
7031,Vittasandra,1246.0,2.0,63.0,2
7032,Vittasandra,1246.0,2.0,67.4,2
7033,Vittasandra,1246.0,2.0,65.4,2
7035,Vittasandra,1238.0,2.0,67.32,2
7036,Vittasandra,1246.0,2.0,67.4,2
7038,Vittasandra,1246.0,2.0,67.3,2
7039,Vittasandra,1404.0,2.0,70.0,2
7040,Vittasandra,1259.0,2.0,67.48,2
7041,Vittasandra,1404.0,2.0,75.0,2
7043,Vittasandra,1246.0,2.0,67.0,2
7046,Vittasandra,1404.0,2.0,72.0,2
7047,Vittasandra,1246.0,2.0,67.5,2
7048,Vittasandra,1246.0,2.0,67.5,2
7049,Vittasandra,1404.0,2.0,70.0,2
7050,Vittasandra,1246.0,2.0,65.0,2
7051,Vittasandra,1246.0,2.0,67.4,2
7055,Whitefield,1610.0,3.0,81.0,3
7056,Whitefield,1459.0,2.0,94.82,2
7061,Whitefield,1280.0,2.0,75.0,2
7063,Whitefield,1910.0,3.0,161.0,3
7064,Whitefield,3252.0,4.0,230.0,4
7065,Whitefield,11890.0,4.0,700.0,4
7068,Whitefield,1150.0,2.0,70.0,2
7069,Whitefield,1768.0,3.0,101.0,3
7071,Whitefield,1600.0,3.0,86.0,3
7072,Whitefield,4144.0,4.0,315.0,4
7073,Whitefield,4104.0,4.0,360.0,4
7074,Whitefield,1790.0,3.0,100.0,3
7075,Whitefield,1720.0,3.0,100.0,3
7077,Whitefield,1640.0,4.0,91.0,3
7080,Whitefield,2280.0,4.0,126.0,3
7084,Whitefield,1897.0,3.0,130.0,3
7085,Whitefield,2225.0,2.0,125.0,3
7086,Whitefield,4348.5,2.0,304.0,4
7089,Whitefield,2268.0,3.0,163.0,4
7092,Whitefield,2400.0,4.0,200.0,4
7094,Whitefield,1360.0,2.0,95.0,2
7096,Whitefield,1697.0,3.0,94.79,3
7097,Whitefield,5000.0,4.0,400.0,4
7098,Whitefield,3000.0,5.0,250.0,4
7099,Whitefield,1700.0,3.0,115.0,3
7102,Whitefield,2842.0,3.0,162.0,3
7106,Whitefield,1500.0,3.0,130.0,3
7107,Whitefield,1280.0,2.0,75.0,2
7109,Whitefield,1405.0,2.0,78.0,3
7110,Whitefield,2225.0,3.0,115.0,3
7111,Whitefield,1272.0,2.0,95.05,2
7114,Whitefield,1192.0,2.0,71.0,2
7118,Whitefield,1626.0,3.0,89.0,3
7119,Whitefield,1585.0,3.0,88.0,3
7120,Whitefield,665.0,2.0,28.585,1
7122,Whitefield,1280.0,2.0,85.0,2
7123,Whitefield,1200.0,3.0,68.5,3
7124,Whitefield,4000.0,4.0,330.0,4
7125,Whitefield,1697.0,3.0,108.0,3
7127,Whitefield,3606.0,4.0,312.0,4
7128,Whitefield,1485.0,2.0,90.0,2
7129,Whitefield,950.0,1.0,50.0,1
7130,Whitefield,3584.0,4.0,199.0,4
7131,Whitefield,825.0,1.0,45.0,1
7134,Whitefield,1635.0,2.0,85.0,3
7135,Whitefield,1216.0,2.0,79.0,2
7141,Whitefield,920.0,2.0,63.0,2
7143,Whitefield,1170.0,2.0,71.0,2
7144,Whitefield,1118.0,2.0,75.0,2
7145,Whitefield,1800.0,3.0,110.0,3
7146,Whitefield,1562.0,3.0,103.0,3
7149,Whitefield,2321.0,4.0,128.0,3
7150,Whitefield,1320.0,2.0,95.0,2
7153,Whitefield,3010.0,3.0,200.0,3
7154,Whitefield,1346.0,2.0,96.17,2
7155,Whitefield,3850.0,5.0,316.0,3
7159,Whitefield,2500.0,4.0,155.0,4
7160,Whitefield,905.0,1.0,55.0,1
7162,Whitefield,2268.0,3.0,146.0,4
7165,Whitefield,630.5,1.0,32.79,1
7166,Whitefield,3537.0,5.0,210.0,4
7168,Whitefield,1697.0,3.0,115.0,3
7172,Whitefield,3250.0,5.0,290.0,5
7176,Whitefield,1269.0,2.0,75.0,2
7177,Whitefield,3227.0,5.0,250.0,5
7178,Whitefield,1545.0,3.0,79.0,3
7181,Whitefield,3262.0,4.0,260.0,4
7183,Whitefield,1132.0,2.0,79.28,2
7186,Whitefield,2830.0,5.0,160.0,4
7188,Whitefield,1195.0,2.0,70.0,2
7189,Whitefield,3480.0,4.0,284.0,3
7192,Whitefield,709.0,1.0,34.385,1
7194,Whitefield,1320.0,2.0,79.5,2
7195,Whitefield,750.0,2.0,52.7,2
7196,Whitefield,1200.0,3.0,61.96,3
7201,Whitefield,2094.0,2.0,113.19,3
7203,Whitefield,3445.0,5.0,270.0,4
7204,Whitefield,1700.0,3.0,140.0,3
7205,Whitefield,4827.0,4.0,400.0,4
7206,Whitefield,1405.0,2.0,84.5,2
7208,Whitefield,3252.0,4.0,280.0,4
7210,Whitefield,1150.0,2.0,90.0,2
7211,Whitefield,2400.0,4.0,147.0,4
7213,Whitefield,624.0,1.0,35.0,1
7216,Whitefield,1700.0,3.0,95.0,3
7217,Whitefield,4960.0,4.0,400.0,4
7218,Whitefield,2928.0,4.0,198.0,4
7220,Whitefield,2700.0,5.0,175.0,3
7221,Whitefield,1216.0,2.0,84.0,2
7222,Whitefield,2882.0,5.0,204.0,4
7223,Whitefield,1840.0,3.0,140.0,3
7224,Whitefield,1778.0,3.0,122.0,3
7226,Whitefield,650.0,1.0,25.0,1
7227,Whitefield,2155.0,3.0,125.0,4
7228,Whitefield,905.0,1.0,52.0,1
7233,Whitefield,1216.0,2.0,75.0,2
7235,Whitefield,1255.0,2.0,77.0,2
7236,Whitefield,1216.0,2.0,73.0,2
7237,Whitefield,709.0,1.0,34.735,1
7241,Whitefield,1745.0,3.0,100.0,3
7242,Whitefield,3200.0,4.0,224.0,4
7244,Whitefield,825.0,1.0,44.9,1
7248,Whitefield,1870.0,3.0,138.0,3
7251,Whitefield,1862.0,3.0,125.0,3
7252,Whitefield,1655.0,3.0,113.0,3
7253,Whitefield,530.0,1.0,29.44,1
7255,Whitefield,905.0,1.0,50.0,1
7256,Whitefield,1600.0,3.0,82.0,3
7257,Whitefield,1230.0,4.0,80.0,4
7259,Whitefield,630.5,1.0,32.15,1
7260,Whitefield,905.0,1.0,52.0,1
7264,Whitefield,1216.0,2.0,83.0,2
7269,Whitefield,4075.0,5.0,226.0,4
7270,Whitefield,1216.0,2.0,75.0,2
7278,Whitefield,2856.0,5.0,158.5,4
7281,Whitefield,750.0,1.0,51.0,1
7284,Whitefield,1173.0,2.0,77.0,2
7285,Whitefield,1200.0,3.0,68.4,3
7289,Whitefield,3425.0,5.0,250.0,4
7294,Whitefield,2173.0,3.0,128.0,3
7296,Whitefield,905.0,1.0,62.0,1
7297,Whitefield,1870.0,3.0,138.0,3
7298,Whitefield,1320.0,2.0,99.26,2
7299,Whitefield,2901.0,4.0,190.0,3
7300,Whitefield,1485.0,2.0,96.51,2
7301,Whitefield,1755.0,3.0,101.0,3
7303,Whitefield,2225.0,3.0,149.0,3
7304,Whitefield,1250.0,2.0,82.0,2
7306,Whitefield,605.0,1.0,40.0,1
7309,Whitefield,2210.0,3.0,156.0,3
7310,Whitefield,1173.0,2.0,78.2,2
7311,Whitefield,1740.0,4.0,130.0,3
7312,Whitefield,1216.0,2.0,75.0,2
7314,Whitefield,1655.0,3.0,120.0,3
7315,Whitefield,4003.0,6.0,300.0,4
7317,Whitefield,1180.0,2.0,70.0,2
7319,Whitefield,2023.0,4.0,130.0,3
7320,Whitefield,2134.0,4.0,118.0,3
7323,Whitefield,905.0,1.0,60.0,1
7329,Whitefield,1452.0,3.0,90.0,3
7330,Whitefield,2850.0,5.0,240.0,4
7333,Whitefield,2830.0,5.0,190.0,4
7334,Whitefield,1295.0,2.0,78.5,2
7335,Whitefield,840.0,1.0,57.6,1
7336,Whitefield,640.0,1.0,19.83,1
7337,Whitefield,1991.0,3.0,104.0,3
7341,Whitefield,1655.0,3.0,97.0,3
7342,Whitefield,1850.0,3.0,150.0,3
7343,Whitefield,1200.0,3.0,67.77,3
7344,Whitefield,1290.0,2.0,90.0,2
7347,Whitefield,1216.0,2.0,75.0,2
7348,Whitefield,1356.0,2.0,94.84,2
7349,Whitefield,1338.0,2.0,103.0,2
7352,Whitefield,3450.0,4.0,208.0,3
7356,Whitefield,1267.0,2.0,90.33,2
7357,Whitefield,2400.0,4.0,143.0,4
7358,Whitefield,1836.0,3.0,125.0,3
7360,Whitefield,3596.0,3.0,200.0,3
7361,Whitefield,1275.0,2.0,65.0,3
7364,Whitefield,1216.0,2.0,82.0,2
7365,Whitefield,1495.0,3.0,88.0,2
7366,Whitefield,1564.0,3.0,103.0,3
7367,Whitefield,1585.0,3.0,84.0,3
7370,Whitefield,1558.0,3.0,90.0,3
7371,Whitefield,1216.0,2.0,75.0,2
7373,Whitefield,1704.0,3.0,120.0,3
7375,Whitefield,1256.0,2.0,73.0,2
7378,Whitefield,1300.0,2.0,78.0,2
7379,Whitefield,1570.0,3.0,88.0,3
7380,Whitefield,1216.0,2.0,84.03,2
7382,Whitefield,1216.0,2.0,72.5,2
7384,Whitefield,2025.0,4.0,115.0,3
7385,Whitefield,1346.0,2.0,100.0,3
7389,Whitefield,2990.0,3.0,198.0,4
7392,Whitefield,1720.0,3.0,98.97,3
7393,Whitefield,1600.0,3.0,95.0,3
7394,Whitefield,1655.0,3.0,108.0,3
7395,Whitefield,1740.0,3.0,95.0,3
7397,Whitefield,1350.0,2.0,88.0,2
7399,Whitefield,1216.0,2.0,80.0,2
7400,Whitefield,2900.0,4.0,225.0,4
7401,Whitefield,1340.0,2.0,101.0,2
7403,Whitefield,1500.0,3.0,78.57,3
7404,Whitefield,1626.0,3.0,85.0,3
7406,Whitefield,1100.0,2.0,65.0,2
7408,Whitefield,1270.0,2.0,65.0,3
7409,Whitefield,3117.0,3.0,261.0,3
7410,Whitefield,1216.0,2.0,73.0,2
7412,Whitefield,3150.0,3.0,290.0,3
7414,Whitefield,2956.0,5.0,234.0,4
7418,Whitefield,2247.0,3.0,145.0,3
7419,Whitefield,3940.0,5.0,265.0,4
7421,Whitefield,1160.0,2.0,67.0,2
7423,Whitefield,1180.0,2.0,77.0,2
7424,Whitefield,2140.0,3.0,139.0,3
7425,Whitefield,1314.0,2.0,84.0,2
7432,Whitefield,1431.0,3.0,85.0,3
7433,Whitefield,524.0,1.0,29.0,1
7434,Whitefield,2830.0,4.0,161.0,4
7435,Whitefield,2135.0,3.0,149.0,4
7437,Whitefield,3075.0,2.0,188.0,4
7438,Whitefield,1760.0,3.0,160.0,3
7439,Whitefield,1655.0,3.0,110.0,3
7440,Whitefield,840.0,1.0,57.0,1
7441,Whitefield,1725.0,3.0,106.0,3
7444,Whitefield,516.0,1.0,39.0,1
7446,Whitefield,6000.0,4.0,410.0,4
7447,Whitefield,1639.0,3.0,107.0,3
7448,Whitefield,1820.0,3.0,113.0,3
7450,Whitefield,3565.0,4.0,218.0,4
7451,Whitefield,3410.0,5.0,253.0,4
7454,Whitefield,4500.0,4.0,330.0,4
7455,Whitefield,1250.0,2.0,85.0,2
7457,Whitefield,1277.0,2.0,77.0,2
7458,Whitefield,1820.0,3.0,140.0,3
7459,Whitefield,3453.0,4.0,247.0,4
7465,Whitefield,2280.0,4.0,125.0,3
7466,Whitefield,2882.0,5.0,200.0,4
7468,Whitefield,1639.5,3.0,92.63,3
7471,Whitefield,1190.0,2.0,70.0,2
7473,Whitefield,1270.0,2.0,94.0,2
7474,Whitefield,1220.0,2.0,89.0,2
7477,Whitefield,3758.0,3.0,300.0,3
7482,Whitefield,1216.0,2.0,72.0,2
7484,Whitefield,5400.0,5.0,475.0,4
7485,Whitefield,1396.0,3.0,74.0,3
7494,Whitefield,1615.0,3.0,96.9,3
7500,Whitefield,1200.0,2.0,70.0,2
7503,Whitefield,1216.0,2.0,75.0,2
7505,Whitefield,2321.0,4.0,157.0,3
7506,Whitefield,1224.0,2.0,75.0,2
7507,Whitefield,1655.0,3.0,113.0,3
7509,Whitefield,4144.0,5.0,331.0,5
7512,Whitefield,1200.0,3.0,67.75,3
7513,Whitefield,2444.0,4.0,145.0,4
7514,Whitefield,1270.0,2.0,110.0,2
7515,Whitefield,1660.0,3.0,110.0,3
7516,Whitefield,1270.0,2.0,105.0,2
7518,Whitefield,1173.0,2.0,78.2,2
7519,Whitefield,1362.0,2.0,85.0,2
7521,Whitefield,1457.0,2.0,105.0,3
7522,Whitefield,1720.0,3.0,128.0,3
7526,Whitefield,1564.0,3.0,103.0,3
7530,Whitefield,1639.0,3.0,107.0,3
7531,Whitefield,1760.0,3.0,139.0,3
7532,Whitefield,613.0,1.0,48.0,1
7533,Whitefield,1730.0,3.0,125.0,3
7535,Whitefield,877.0,1.0,59.0,1
7539,Yelachenahalli,1464.0,2.0,105.0,3
7540,Yelachenahalli,2400.0,1.0,150.0,2
7541,Yelachenahalli,1700.0,3.0,130.0,3
7542,Yelachenahalli,1080.0,2.0,55.0,2
7543,Yelachenahalli,1400.0,2.0,78.0,2
7544,Yelachenahalli,1330.0,3.0,73.5,3
7545,Yelachenahalli,800.0,1.0,30.0,2
7546,Yelachenahalli,1100.0,2.0,60.0,2
7547,Yelachenahalli,1365.0,2.0,72.0,3
7548,Yelachenahalli,1103.0,2.0,55.0,2
7549,Yelachenahalli,1000.0,2.0,50.0,2
7551,Yelahanka,1326.0,2.0,78.0,2
7558,Yelahanka,1705.0,3.0,95.0,3
7559,Yelahanka,1234.0,2.0,80.0,2
7560,Yelahanka,1315.0,2.0,85.0,2
7561,Yelahanka,1170.0,2.0,62.5,2
7563,Yelahanka,697.0,1.0,45.0,1
7566,Yelahanka,2195.0,4.0,127.0,3
7568,Yelahanka,1614.0,3.0,95.0,3
7570,Yelahanka,628.0,1.0,24.0,1
7573,Yelahanka,654.0,1.0,38.4,1
7581,Yelahanka,1825.0,3.0,105.0,3
7582,Yelahanka,1603.0,3.0,96.0,3
7583,Yelahanka,1304.0,2.0,79.0,2
7589,Yelahanka,1517.0,3.0,76.3,3
7592,Yelahanka,1327.0,2.0,85.0,2
7595,Yelahanka,1566.0,3.0,97.0,3
7597,Yelahanka,1270.0,2.0,78.0,2
7598,Yelahanka,1400.0,2.0,80.54,3
7600,Yelahanka,1322.0,2.0,86.0,2
7601,Yelahanka,1100.0,2.0,70.0,2
7602,Yelahanka,1200.0,2.0,70.0,2
7604,Yelahanka,4000.0,5.0,220.0,5
7605,Yelahanka,2675.0,4.0,140.0,4
7607,Yelahanka,654.0,1.0,37.0,1
7608,Yelahanka,1465.0,3.0,80.01,3
7612,Yelahanka,1692.0,3.0,83.0,3
7617,Yelahanka,2145.0,3.0,125.0,3
7619,Yelahanka,1322.0,2.0,75.0,2
7622,Yelahanka,602.0,1.0,26.0,1
7623,Yelahanka,1100.0,2.0,60.0,2
7624,Yelahanka,1614.0,2.0,100.0,3
7625,Yelahanka,1890.0,3.0,108.0,3
7626,Yelahanka,1556.0,3.0,86.0,3
7627,Yelahanka,1610.0,4.0,85.0,3
7633,Yelahanka,1859.0,3.0,108.0,3
7635,Yelahanka,1322.0,2.0,80.0,2
7638,Yelahanka,2600.0,4.0,175.0,4
7639,Yelahanka,1305.0,2.0,78.0,2
7641,Yelahanka,1711.0,3.0,85.61,3
7642,Yelahanka,1315.0,2.0,75.0,2
7643,Yelahanka,3600.0,6.0,200.0,6
7645,Yelahanka,1614.0,3.0,95.0,3
7646,Yelahanka,1650.0,3.0,105.0,3
7651,Yelahanka,3990.0,4.0,260.0,4
7652,Yelahanka,1620.0,3.0,90.0,3
7653,Yelahanka,654.0,1.0,36.25,1
7654,Yelahanka,1614.0,3.0,93.0,3
7655,Yelahanka,694.0,1.0,30.84,1
7656,Yelahanka,1115.0,2.0,60.0,2
7657,Yelahanka,2317.0,4.0,140.0,3
7658,Yelahanka,1653.0,3.0,93.0,3
7659,Yelahanka,654.0,1.0,38.0,1
7661,Yelahanka,1445.0,2.0,82.0,2
7663,Yelahanka,602.0,1.0,38.0,1
7664,Yelahanka,697.0,1.0,35.0,1
7666,Yelahanka,682.0,1.0,36.23,1
7668,Yelahanka,1560.0,2.0,98.0,3
7669,Yelahanka,1780.0,3.0,107.0,3
7670,Yelahanka,1342.0,2.0,75.0,3
7671,Yelahanka,1823.0,3.0,103.0,3
7672,Yelahanka,1792.0,3.0,104.0,3
7673,Yelahanka,1304.0,2.0,69.97,2
7676,Yelahanka,1300.0,2.0,69.23,2
7677,Yelahanka,1705.0,3.0,91.0,3
7679,Yelahanka,1835.0,3.0,108.0,3
7680,Yelahanka,1847.0,3.0,92.0,3
7682,Yelahanka,1890.0,3.0,109.0,3
7683,Yelahanka,700.0,1.0,38.0,1
7684,Yelahanka,1491.0,3.0,85.0,3
7685,Yelahanka,2088.0,5.0,110.0,4
7688,Yelahanka,3019.0,6.0,190.0,4
7690,Yelahanka,1600.0,3.0,100.0,3
7694,Yelahanka,1705.0,3.0,85.0,3
7695,Yelahanka,1350.0,2.0,85.0,3
7696,Yelahanka,1633.0,3.0,110.0,3
7697,Yelahanka,827.5,1.0,42.535,1
7699,Yelahanka,1355.0,2.0,75.0,3
7702,Yelahanka,1104.0,2.0,58.0,2
7704,Yelahanka,1175.0,2.0,67.77,2
7705,Yelahanka,1322.0,2.0,77.9,2
7706,Yelahanka,602.0,1.0,33.0,1
7707,Yelahanka,1315.0,2.0,77.0,2
7710,Yelahanka,567.0,1.0,25.0,1
7712,Yelahanka,602.0,2.0,30.0,1
7714,Yelahanka,1234.0,2.0,80.0,2
7717,Yelahanka,1267.0,3.0,78.0,2
7718,Yelahanka,1360.0,2.0,78.19,2
7720,Yelahanka New Town,650.0,1.0,33.0,1
7721,Yelahanka New Town,500.0,1.0,20.0,1
7722,Yelahanka New Town,440.0,1.0,16.5,1
7723,Yelahanka New Town,1610.0,3.0,92.0,3
7724,Yelahanka New Town,1700.0,3.0,90.0,3
7725,Yelahanka New Town,650.0,1.0,20.0,1
7726,Yelahanka New Town,350.0,1.0,13.5,1
7728,Yelahanka New Town,1385.0,2.0,65.0,2
7729,Yelahanka New Town,500.0,2.0,24.0,1
7730,Yelahanka New Town,650.0,1.0,17.0,1
7731,Yelahanka New Town,450.0,1.0,16.0,1
7733,Yelahanka New Town,960.0,2.0,50.0,2
7735,Yelahanka New Town,1209.0,2.0,65.0,3
7736,Yelahanka New Town,1400.0,2.0,80.0,3
7737,Yelahanka New Town,450.0,1.0,15.0,1
7738,Yelahanka New Town,500.0,1.0,18.0,1
7739,Yelahanka New Town,1420.0,2.0,75.0,3
7741,Yelahanka New Town,2200.0,2.0,180.0,2
7742,Yelahanka New Town,488.0,1.0,20.0,1
7743,Yelahanka New Town,1100.0,2.0,58.0,2
7746,Yelahanka New Town,1000.0,2.0,44.0,2
7747,Yelahanka New Town,650.0,1.0,18.0,1
7749,Yelahanka New Town,1740.0,3.0,150.0,3
7750,Yelahanka New Town,1290.0,2.0,70.0,2
7752,Yelenahalli,1240.0,2.0,47.12,2
7753,Yelenahalli,1200.0,2.0,46.17,2
7755,Yelenahalli,1260.0,2.0,47.88,2
7757,Yelenahalli,1175.0,2.0,50.0,2
7758,Yelenahalli,1650.0,3.0,68.0,3
7759,Yelenahalli,1200.0,2.0,45.6,2
7760,Yelenahalli,1200.0,2.0,46.17,2
7761,Yelenahalli,1160.0,2.0,44.08,2
7763,Yeshwanthpur,1693.0,3.0,108.0,3
7764,Yeshwanthpur,667.0,1.0,36.85,1
7765,Yeshwanthpur,1950.0,4.0,130.0,4
7767,Yeshwanthpur,665.0,1.0,36.85,1
7771,Yeshwanthpur,671.0,1.0,36.85,1
7772,Yeshwanthpur,1277.5,2.0,95.815,2
7773,Yeshwanthpur,668.0,1.0,36.85,1
7774,Yeshwanthpur,1185.0,2.0,75.84,2
7775,Yeshwanthpur,1195.0,2.0,100.0,2
7776,Yeshwanthpur,1313.0,3.0,96.0,3
7777,Yeshwanthpur,1400.0,2.0,100.0,2
7780,Yeshwanthpur,673.0,1.0,36.85,1
7781,Yeshwanthpur,717.0,2.0,49.475,2
7784,Yeshwanthpur,605.0,1.0,41.745,1
7786,Yeshwanthpur,669.0,1.0,36.85,1
7788,Yeshwanthpur,3027.0,4.0,260.0,3
7791,Yeshwanthpur,670.0,1.0,36.85,1
7794,Yeshwanthpur,1240.0,2.0,80.0,2
7795,Yeshwanthpur,1713.0,3.0,110.0,3
7796,Yeshwanthpur,1144.0,2.0,67.0,2
7797,Yeshwanthpur,1541.0,2.0,130.0,2
7799,Yeshwanthpur,1362.0,2.0,100.0,2
7800,Yeshwanthpur,666.0,1.0,36.8,1
7801,Yeshwanthpur,1855.0,3.0,140.0,3
7803,Yeshwanthpur,1165.0,2.0,85.0,2
7806,Yeshwanthpur,1825.0,3.0,145.0,3
7808,Yeshwanthpur,994.0,2.0,54.67,1
7809,Yeshwanthpur,650.0,1.0,40.0,1
7810,Yeshwanthpur,1855.0,3.0,140.0,3
7811,Yeshwanthpur,1500.0,3.0,100.0,3
7816,Yeshwanthpur,674.0,1.0,36.85,1
7818,Yeshwanthpur,672.0,1.0,36.85,1
7821,Yeshwanthpur,1195.0,2.0,100.0,2
7822,Yeshwanthpur,1692.0,3.0,108.0,3
7824,Yeshwanthpur,2500.0,5.0,185.0,6
7829,Yeshwanthpur,1855.0,3.0,135.0,3
7830,Yeshwanthpur,1876.0,3.0,160.0,3
7832,other,2770.0,4.0,290.0,3
7835,other,600.0,1.0,38.0,1
7838,other,1500.0,2.0,185.0,2
7839,other,840.0,2.0,45.0,2
7840,other,4395.0,3.0,240.0,3
7841,other,845.0,2.0,55.0,2
7842,other,2511.0,3.0,205.0,3
7843,other,1660.0,2.0,105.0,3
7845,other,1200.0,2.0,65.0,2
7846,other,1200.0,3.0,90.0,3
7850,other,782.0,2.0,55.68,2
7851,other,1800.0,3.0,120.0,3
7852,other,1413.0,2.0,75.0,3
7853,other,945.0,2.0,54.0,2
7854,other,1870.0,3.0,110.0,3
7855,other,1260.0,2.0,85.05,3
7857,other,2795.0,4.0,235.0,3
7859,other,1904.0,3.0,150.0,3
7860,other,2000.0,3.0,175.0,3
7861,other,1425.0,2.0,75.0,3
7863,other,1500.0,3.0,100.0,3
7865,other,1783.0,3.0,115.0,3
7866,other,912.0,2.0,70.0,3
7869,other,1580.0,3.0,100.0,3
7870,other,1415.0,3.0,78.0,3
7872,other,2405.0,4.0,260.0,3
7873,other,1500.0,2.0,115.0,2
7878,other,1060.0,2.0,60.0,2
7879,other,2600.0,8.0,180.0,8
7881,other,1285.0,2.0,72.5,2
7882,other,4050.0,3.0,280.0,3
7885,other,1280.0,2.0,69.0,2
7886,other,3045.0,3.0,170.0,3
7889,other,900.0,2.0,110.0,2
7894,other,1560.0,3.0,115.0,3
7898,other,1645.0,3.0,95.0,3
7899,other,1200.0,2.0,79.0,2
7901,other,1350.0,2.0,140.0,3
7902,other,1800.0,3.0,150.0,3
7904,other,1762.0,3.0,125.0,3
7906,other,1200.0,3.0,90.0,3
7912,other,2150.0,4.0,240.0,3
7915,other,3309.0,4.0,325.0,4
7916,other,5000.0,9.0,360.0,11
7918,other,1150.0,2.0,126.0,2
7921,other,1200.0,2.0,74.0,2
7924,other,1753.0,3.0,120.0,3
7926,other,720.0,2.0,45.0,2
7929,other,700.0,1.0,41.0,1
7931,other,1595.0,3.0,115.0,3
7932,other,1353.0,2.0,110.0,2
7933,other,1200.0,2.0,85.0,1
7936,other,1325.0,2.0,90.0,3
7939,other,1056.0,2.0,80.0,2
7942,other,1544.0,3.0,120.0,3
7943,other,1200.0,2.0,65.0,2
7944,other,540.0,1.0,36.0,1
7945,other,1578.0,3.0,180.0,3
7947,other,1600.0,2.0,115.0,2
7948,other,416.0,1.0,18.5,1
7951,other,834.0,1.0,60.0,1
7952,other,1125.0,4.0,70.0,3
7953,other,3000.0,5.0,260.0,4
7954,other,2160.0,5.0,250.0,6
7956,other,469.0,1.0,25.0,1
7961,other,1630.0,2.0,200.0,2
7963,other,1200.0,2.0,70.0,3
7964,other,1350.0,3.0,77.0,3
7965,other,4046.0,4.0,445.0,4
7966,other,1180.0,2.0,78.34,3
7967,other,1355.0,2.0,115.0,2
7968,other,600.0,1.0,50.0,1
7969,other,1875.0,3.0,165.0,3
7972,other,1750.0,3.0,120.0,3
7975,other,1092.0,2.0,98.5,3
7978,other,1855.0,3.0,225.0,3
7982,other,425.0,1.0,20.03,1
7984,other,600.0,1.0,60.0,1
7985,other,1468.0,2.0,140.0,2
7986,other,4300.0,5.0,550.0,4
7988,other,775.0,2.0,55.0,2
7991,other,1352.0,3.0,135.0,3
7993,other,1976.0,3.0,184.0,3
7994,other,5500.0,4.0,600.0,4
7995,other,1200.0,3.0,95.0,3
7998,other,1180.0,2.0,69.0,2
7999,other,686.0,1.0,17.0,1
8001,other,1500.0,4.0,180.0,4
8003,other,1282.0,2.0,87.0,2
8005,other,1500.0,2.0,95.0,3
8006,other,1300.0,1.0,115.0,2
8007,other,530.0,1.0,20.0,1
8008,other,1350.0,2.0,80.0,2
8011,other,1141.0,2.0,62.0,2
8014,other,950.0,1.0,40.0,1
8021,other,1480.0,3.0,90.0,3
8022,other,1600.0,3.0,90.0,3
8024,other,1500.0,3.0,115.0,3
8025,other,1824.0,3.0,125.0,3
8026,other,750.0,1.0,56.25,1
8033,other,6000.0,5.0,400.0,4
8034,other,2400.0,3.0,170.0,3
8036,other,1500.0,2.0,98.0,3
8037,other,3095.0,3.0,350.0,3
8039,other,1200.0,1.0,28.0,1
8040,other,1500.0,3.0,100.0,3
8042,other,1560.0,5.0,145.0,5
8044,other,1560.0,3.0,188.0,3
8047,other,485.0,1.0,15.0,1
8053,other,1200.0,3.0,130.0,3
8054,other,1050.0,2.0,67.0,2
8055,other,1596.0,3.0,105.0,3
8059,other,1200.0,3.0,85.0,3
8060,other,1132.0,2.0,67.0,2
8062,other,1515.0,3.0,88.0,3
8065,other,1380.0,2.0,80.0,2
8068,other,4346.0,5.0,500.0,4
8070,other,2200.0,3.0,187.0,3
8071,other,3329.0,3.0,330.0,3
8072,other,3600.0,4.0,300.0,4
8073,other,3500.0,3.0,450.0,4
8075,other,1093.0,2.0,65.0,2
8077,other,1535.0,3.0,95.0,3
